game_no,Home_team,Away_team,half_time_score,home_score,away_score,home_odds,draw_odds,away_odds,game_id,outcome,home_wins,draws_no,away_wins,game_count,1/2
8,NOT,TOT,3-2,4,4,3.45,3.95,1.98,202,x,0,3,1,4,0
9,WHU,SHU,1-0,2,1,1.58,4.2,5.5,104,1,4,0,1,5,1
10,WOL,NEW,0-1,2,2,3.1,3.65,2.22,238,x,1,3,0,4,0
1,ARS,MCI,0-0,0,0,2.2,3.95,2.95,60,x,1,3,7,11,0
2,AST,NEW,0-1,1,3,2.21,3.75,3.05,239,2,1,1,1,3,1
3,BHA,LUT,3-1,5,1,1.43,4.75,7.25,105,1,7,1,0,8,1
4,CHE,BUR,2-1,6,1,1.44,4.75,7.0,240,1,3,1,0,4,1
5,CRY,BOU,2-2,2,2,1.74,3.9,4.65,126,x,3,3,1,7,0
6,LIV,WHU,0-2,0,2,1.85,4.2,3.75,241,2,0,0,3,3,1
7,MUN,BRE,0-2,0,4,1.65,4.2,4.9,157,2,3,0,2,5,1
8,NOT,EVE,0-0,0,1,2.7,3.6,2.55,242,2,0,2,2,4,1
9,TOT,SHU,0-1,1,1,1.47,4.65,6.5,86,x,4,1,1,6,0
10,WOL,FUL,0-0,0,0,2.04,3.65,3.55,203,x,2,1,1,4,0
1,ARS,TOT,0-0,2,0,1.93,4.0,3.6,70,1,3,0,2,5,1
2,BHA,MUN,0-0,2,0,2.14,3.9,3.1,243,1,2,1,0,3,1
3,BRE,LIV,2-0,5,0,2.85,3.8,2.3,244,1,2,0,3,5,1
4,FUL,CHE,0-0,2,1,3.5,3.8,2.0,245,1,3,0,2,5,1
5,LUT,AST,1-0,1,1,4.0,3.75,1.89,84,x,1,4,1,6,0
6,MCI,EVE,0-1,1,1,1.58,4.35,5.5,246,x,2,1,0,3,0
7,NEW,BOU,2-0,3,1,1.43,4.75,7.25,247,1,4,0,1,5,1
8,NOT,BUR,0-0,0,1,2.06,3.75,3.4,180,2,3,2,1,6,1
9,SHU,CRY,1-0,2,2,2.85,3.5,2.45,175,x,1,2,2,5,0
10,WHU,WOL,0-0,0,0,1.81,3.85,4.3,110,x,2,4,1,7,0
1,ARS,EVE,0-1,0,1,1.66,4.1,4.95,248,2,3,0,1,4,1
2,AST,WHU,1-1,2,1,1.99,3.8,3.6,115,1,2,2,0,4,1
3,BRE,LUT,1-0,1,1,1.76,3.75,4.75,118,x,3,3,2,8,0
4,BUR,SHU,0-0,1,1,2.17,3.5,3.35,145,x,2,2,1,5,0
5,CRY,LIV,1-1,2,1,2.8,3.95,2.3,249,1,2,0,2,4,1
6,FUL,BOU,0-0,2,2,1.94,3.7,3.85,250,x,2,2,2,6,0
7,MCI,CHE,0-0,0,1,1.91,4.05,3.65,150,2,1,2,2,5,1
8,MUN,NEW,1-4,2,7,2.04,4.05,3.25,251,2,0,2,2,4,1
9,NOT,BHA,0-2,0,4,3.6,3.85,1.97,252,2,1,2,1,4,1
10,TOT,WOL,0-0,0,0,1.65,4.15,4.95,96,x,3,1,0,4,0
1,BHA,NEW,0-0,1,2,2.15,3.75,3.2,253,2,2,1,2,5,1
2,BOU,MCI,0-0,0,0,4.85,4.2,1.66,22,x,1,2,3,6,0
3,BUR,LIV,0-1,0,2,3.8,4.1,1.86,43,2,0,1,4,5,1
4,CHE,ARS,3-0,4,0,2.19,3.85,3.05,33,1,6,1,2,9,1
5,CRY,LUT,1-0,1,0,1.7,4.0,4.8,44,1,3,1,1,5,1
6,MUN,FUL,1-0,3,0,1.47,4.9,6.0,122,1,7,0,0,7,1
7,NOT,SHU,1-1,1,2,2.03,3.7,3.5,38,2,7,0,2,9,1
8,TOT,AST,0-0,0,3,2.1,3.8,3.25,254,2,1,2,2,5,1
9,WHU,BRE,0-0,0,2,1.91,3.65,4.0,49,2,6,1,1,8,1
10,WOL,EVE,1-0,1,0,2.45,3.4,2.95,182,1,4,2,5,11,1
1,AST,EVE,1-1,2,1,1.82,3.8,4.25,98,1,4,1,1,6,1
2,BOU,ARS,1-3,1,3,4.45,4.0,1.75,143,2,2,2,5,9,1
3,BRE,TOT,1-0,1,2,2.85,3.55,2.45,255,2,0,1,1,2,1
4,BUR,LUT,1-0,1,0,2.08,3.55,3.55,256,1,4,0,3,7,1
5,CHE,WOL,1-2,2,2,1.6,4.25,5.5,53,x,3,4,0,7,0
6,MUN,MCI,1-0,1,2,2.3,4.05,2.75,46,2,1,2,2,5,1
7,NEW,FUL,1-0,2,0,1.53,4.5,5.75,27,1,5,1,2,8,1
8,NOT,LIV,0-1,2,1,3.55,4.25,1.88,78,1,1,4,2,7,1
9,SHU,BHA,0-1,2,1,3.95,3.7,1.92,17,1,1,1,3,5,1
10,WHU,CRY,0-1,1,1,1.88,3.85,3.95,159,x,3,2,1,6,0
1,AST,CHE,0-0,0,0,2.3,3.75,2.95,41,x,0,3,3,6,0
2,BOU,WOL,0-1,0,2,2.7,3.4,2.6,257,2,1,1,1,3,1
3,BUR,WHU,2-0,3,1,3.3,3.6,2.16,111,1,3,1,3,7,1
4,CRY,TOT,0-1,1,3,2.8,3.7,2.4,258,2,1,2,2,5,1
5,EVE,BRE,1-0,2,0,2.18,3.4,3.45,259,1,3,1,1,5,1
6,FUL,BHA,2-1,2,1,3.4,3.7,2.08,260,1,3,1,3,7,1
7,LIV,SHU,4-0,8,0,1.4,5.25,7.0,261,1,6,3,0,9,1
8,LUT,NOT,1-1,4,1,2.4,3.65,2.85,16,1,4,1,1,6,1
9,MUN,ARS,0-1,1,1,2.16,4.05,3.0,262,x,4,2,1,7,0
10,NEW,MCI,1-0,1,0,2.4,3.85,2.75,263,1,3,1,1,5,1
1,BHA,LIV,0-0,2,1,2.08,4.0,3.15,161,1,4,1,2,7,1
2,BOU,AST,2-1,2,1,3.85,3.75,1.93,264,1,2,0,1,3,1
3,CHE,BRE,1-0,2,0,1.69,4.0,4.9,163,1,5,1,0,6,1
4,CRY,EVE,1-0,2,1,2.25,3.55,3.15,25,1,5,1,0,6,1
5,FUL,MCI,1-1,1,1,4.0,4.1,1.81,265,x,2,1,1,4,0
6,NEW,ARS,2-2,2,3,2.25,3.8,2.95,266,2,3,1,3,7,1
7,NOT,WHU,0-1,0,1,3.1,3.75,2.19,267,2,3,1,1,5,1
8,SHU,LUT,1-0,3,0,2.13,3.5,3.45,268,1,1,2,0,3,1
9,TOT,BUR,0-2,2,3,1.48,4.6,6.5,197,2,1,2,3,6,1
10,WOL,MUN,0-0,1,1,3.15,3.85,2.13,269,x,0,1,0,1,0
1,AST,TOT,0-1,1,1,2.15,3.8,3.15,270,x,3,2,3,8,0
2,BHA,BOU,2-0,3,0,1.45,4.6,7.0,99,1,2,2,0,4,1
3,BRE,CHE,0-2,1,2,3.0,3.55,2.3,230,2,1,0,3,4,1
4,BUR,MCI,0-2,0,5,4.55,4.15,1.71,271,2,0,0,4,4,1
5,CRY,LUT,1-0,2,1,1.7,4.0,4.8,44,1,3,1,1,5,1
6,EVE,MUN,2-1,2,2,2.85,3.75,2.35,107,x,1,1,0,2,0
7,LIV,SHU,1-0,3,2,1.4,5.25,7.0,261,1,6,3,0,9,1
8,NOT,FUL,0-0,2,1,2.23,3.75,3.0,272,1,4,1,2,7,1
9,WHU,ARS,1-0,3,2,2.6,3.75,2.55,19,1,3,2,2,7,1
10,WOL,NEW,3-2,4,3,3.1,3.65,2.22,238,1,1,3,0,4,1
1,AST,BHA,0-0,2,3,2.22,3.7,3.1,21,2,2,1,1,4,1
2,BRE,LUT,0-0,1,0,1.76,3.75,4.75,118,1,3,3,2,8,1
3,BUR,MUN,0-0,1,1,3.95,4.05,1.84,273,x,1,2,3,6,0
4,CHE,BOU,2-1,4,1,1.41,4.85,7.5,274,1,3,1,0,4,1
5,CRY,LIV,2-1,3,2,2.8,3.95,2.3,249,1,2,0,2,4,1
6,FUL,WHU,0-0,0,2,2.9,3.65,2.35,147,2,1,4,2,7,1
7,NOT,MCI,2-1,4,2,4.3,4.3,1.72,275,1,2,0,5,7,1
8,SHU,NEW,0-2,0,3,3.95,3.8,1.89,131,2,1,0,5,6,1
9,TOT,ARS,0-0,1,2,2.3,3.85,2.85,209,2,2,0,2,4,1
10,WOL,EVE,0-0,0,0,2.45,3.4,2.95,182,x,4,2,5,11,0
1,ARS,BHA,1-1,2,2,1.99,3.85,3.5,134,x,2,1,1,4,0
2,AST,CHE,1-2,2,3,2.3,3.75,2.95,41,2,0,3,3,6,1
3,BOU,LUT,0-0,0,2,2.17,3.5,3.35,135,2,2,1,5,8,1
4,BRE,LIV,0-0,0,1,2.85,3.8,2.3,244,2,2,0,3,5,1
5,BUR,EVE,1-0,2,1,2.9,3.4,2.5,90,1,5,0,2,7,1
6,CRY,NEW,1-0,1,4,2.85,3.7,2.35,276,2,3,3,1,7,1
7,FUL,TOT,1-1,1,3,3.25,3.8,2.1,108,2,3,0,5,8,1
8,MUN,NOT,2-0,3,0,1.41,5.25,6.75,7,1,7,0,0,7,1
9,SHU,WOL,1-2,2,2,2.65,3.4,2.65,277,x,2,1,1,4,0
10,WHU,MCI,1-2,1,4,2.75,3.8,2.4,278,2,1,1,2,4,1
1,ARS,CHE,1-1,3,1,2.03,3.9,3.35,124,1,4,1,1,6,1
2,BRE,NEW,0-1,1,2,2.95,3.5,2.4,12,2,2,1,2,5,1
3,FUL,BHA,0-1,0,2,3.4,3.7,2.08,260,2,3,1,3,7,1
4,LIV,BOU,3-0,4,1,1.38,5.25,7.5,279,1,5,0,2,7,1
5,LUT,AST,0-1,0,2,4.0,3.75,1.89,84,2,1,4,1,6,1
6,MUN,WHU,0-2,2,3,1.83,4.15,3.85,280,2,3,1,1,5,1
7,NOT,BUR,1-1,1,1,2.06,3.75,3.4,180,x,3,2,1,6,0
8,SHU,EVE,1-2,1,5,2.95,3.4,2.45,57,2,2,1,2,5,1
9,TOT,MCI,0-0,3,0,2.45,3.9,2.65,281,1,2,1,2,5,1
10,WOL,CRY,1-0,2,1,2.3,3.55,3.0,69,1,5,2,1,8,1
1,BRE,WOL,0-2,0,2,2.12,3.45,3.5,282,2,5,2,2,9,1
2,CHE,FUL,1-0,3,0,1.5,4.6,6.0,206,1,3,0,1,4,1
3,CRY,SHU,0-0,1,0,1.77,3.85,4.5,207,1,3,3,0,6,1
4,EVE,NOT,2-0,2,0,1.8,3.9,4.25,83,1,2,0,1,3,1
5,LIV,AST,0-0,0,1,2.0,4.1,3.3,138,2,1,1,2,4,1
6,LUT,ARS,0-0,1,1,4.6,4.05,1.71,156,x,2,2,1,5,0
7,MCI,BHA,1-0,1,0,1.88,4.0,3.8,237,1,1,1,2,4,1
8,MUN,TOT,1-0,2,1,1.98,4.1,3.35,114,1,3,1,1,5,1
9,NEW,BOU,0-3,0,4,1.43,4.75,7.25,247,2,4,0,1,5,1
10,WHU,BUR,2-0,4,0,1.6,4.2,5.5,226,1,3,3,0,6,1
1,AST,NEW,1-1,2,2,2.21,3.75,3.05,239,x,1,1,1,3,0
2,BHA,MUN,1-0,3,2,2.14,3.9,3.1,243,1,2,1,0,3,1
3,BUR,TOT,0-2,0,4,3.7,3.8,1.95,162,2,3,1,3,7,1
4,CHE,MCI,1-1,2,2,2.3,3.85,2.8,211,x,1,2,2,5,0
5,CRY,EVE,0-1,2,1,2.25,3.55,3.15,25,1,5,1,0,6,1
6,LIV,ARS,1-0,2,2,2.2,4.1,2.9,121,x,1,4,0,5,0
7,LUT,FUL,0-0,0,0,2.55,3.5,2.7,283,x,2,1,1,4,0
8,NOT,WHU,1-1,2,1,3.1,3.75,2.19,267,1,3,1,1,5,1
9,SHU,BRE,2-1,2,1,2.85,3.35,2.55,284,1,2,2,2,6,1
10,WOL,BOU,1-0,2,1,1.85,3.7,4.25,227,1,3,2,0,5,1
1,ARS,NEW,0-0,2,1,1.98,3.95,3.5,228,1,3,0,2,5,1
2,BHA,BUR,4-0,4,1,1.48,4.5,6.5,31,1,4,0,0,4,1
3,BRE,CRY,0-1,1,4,2.21,3.5,3.25,285,2,2,1,3,6,1
4,CHE,MUN,0-1,1,2,2.06,4.0,3.2,286,2,1,1,1,3,1
5,EVE,WHU,2-0,4,1,2.5,3.5,2.8,287,1,2,2,0,4,1
6,FUL,LIV,1-1,1,1,3.35,4.1,2.0,54,x,1,2,4,7,0
7,LUT,MCI,0-2,0,2,5.0,4.25,1.63,288,2,1,2,4,7,1
8,NOT,TOT,1-1,1,1,3.45,3.95,1.98,202,x,0,3,1,4,0
9,SHU,BOU,0-0,0,0,2.18,3.45,3.35,48,x,2,4,1,7,0
10,WOL,AST,1-1,1,2,3.0,3.6,2.3,289,2,1,2,1,4,1
1,ARS,WOL,1-0,2,0,1.55,4.45,5.75,40,1,2,2,0,4,1
2,AST,SHU,2-0,5,0,1.49,4.5,6.5,290,1,5,0,0,5,1
3,BHA,NOT,0-0,1,0,1.48,4.7,6.25,62,1,4,3,1,8,1
4,CHE,BUR,3-0,5,0,1.44,4.75,7.0,240,1,3,1,0,4,1
5,CRY,BOU,0-0,1,1,1.74,3.9,4.65,126,x,3,3,1,7,0
6,EVE,BRE,1-0,1,0,2.18,3.4,3.45,259,1,3,1,1,5,1
7,MCI,LIV,1-1,2,2,1.8,4.4,3.8,6,x,3,2,0,5,0
8,MUN,LUT,1-0,4,0,1.36,5.5,8.0,291,1,5,0,0,5,1
9,NEW,FUL,1-0,2,0,1.53,4.5,5.75,27,1,5,1,2,8,1
10,WHU,TOT,0-1,1,2,2.35,3.7,2.85,292,2,1,4,2,7,1
1,ARS,SHU,1-0,2,0,1.39,5.0,7.75,293,1,1,2,0,3,1
2,AST,CRY,0-0,1,0,1.75,4.05,4.45,1,1,3,0,1,4,1
3,BHA,WHU,0-0,1,0,1.94,3.8,3.75,294,1,2,1,0,3,1
4,BOU,BRE,0-0,2,0,2.9,3.35,2.5,63,1,1,2,5,8,1
5,BUR,LUT,0-0,1,0,2.08,3.55,3.55,256,1,4,0,3,7,1
6,CHE,NOT,2-3,2,4,1.44,4.95,6.75,171,2,4,1,2,7,1
7,EVE,TOT,3-2,4,4,2.75,3.55,2.5,45,x,2,3,2,7,0
8,FUL,WOL,0-1,1,1,2.35,3.55,3.0,15,x,3,3,1,7,0
9,MUN,LIV,0-1,1,1,1.97,4.35,3.25,179,x,3,1,2,6,0
10,NEW,MCI,0-1,1,1,2.4,3.85,2.75,263,x,3,1,1,5,0
1,BHA,TOT,0-0,0,0,2.09,3.8,3.3,295,x,0,4,0,4,0
2,BRE,AST,1-3,2,3,2.8,3.5,2.5,144,2,2,2,2,6,1
3,CHE,WHU,2-0,2,0,1.87,3.9,3.9,201,1,3,0,1,4,1
4,CRY,ARS,0-0,0,0,3.1,3.8,2.18,164,x,2,2,3,7,0
5,EVE,BOU,1-0,2,0,1.74,3.8,4.8,4,1,4,4,0,8,1
6,FUL,SHU,0-1,1,2,1.97,3.65,3.75,296,2,1,0,2,3,1
7,LIV,BUR,2-1,4,1,1.41,5.25,7.0,127,1,3,1,1,5,1
8,LUT,NOT,1-0,2,0,2.4,3.65,2.85,16,1,4,1,1,6,1
9,MCI,WOL,4-0,5,0,1.48,4.7,6.25,76,1,4,4,1,9,1
10,NEW,MUN,0-1,2,2,2.12,4.0,3.1,77,x,2,2,2,6,0
1,AST,BOU,1-1,2,2,1.47,4.55,6.75,229,x,3,2,0,5,0
2,BHA,EVE,0-0,2,0,1.78,3.8,4.45,297,1,3,0,1,4,1
3,BRE,ARS,1-0,3,1,3.15,3.6,2.21,170,1,2,3,2,7,1
4,BUR,NEW,0-4,1,5,3.85,3.8,1.92,119,2,2,2,4,8,1
5,CRY,FUL,1-0,2,0,1.9,3.85,3.85,137,1,2,1,3,6,1
6,MCI,SHU,0-0,3,1,1.33,5.5,8.75,298,1,4,2,0,6,1
7,MUN,WOL,0-1,0,1,1.57,4.5,5.5,26,2,6,1,1,8,1
8,NOT,LIV,0-0,1,1,3.55,4.25,1.88,78,x,1,4,2,7,0
9,TOT,CHE,0-0,2,1,2.23,3.8,3.0,299,1,2,0,0,2,1
10,WHU,LUT,1-1,5,2,1.53,4.35,6.0,300,1,1,0,0,1,1
1,ARS,BRE,1-1,2,2,1.63,4.15,5.25,301,x,2,1,0,3,0
2,AST,TOT,1-0,2,1,2.15,3.8,3.15,270,1,3,2,3,8,1
3,BHA,WOL,2-0,3,1,1.65,4.05,5.0,116,1,4,0,0,4,1
4,CRY,WHU,0-3,0,4,2.5,3.6,2.7,219,2,4,1,1,6,1
5,FUL,CHE,0-1,2,1,3.5,3.8,2.0,245,1,3,0,2,5,1
6,LIV,SHU,1-0,3,0,1.4,5.25,7.0,261,1,6,3,0,9,1
7,LUT,BOU,2-1,2,1,2.25,3.45,3.2,302,1,2,1,2,5,1
8,MCI,BUR,1-0,3,0,1.34,5.5,8.5,101,1,4,1,1,6,1
9,MUN,NOT,2-2,3,2,1.41,5.25,6.75,7,1,7,0,0,7,1
10,NEW,EVE,0-2,0,2,1.76,3.9,4.5,65,2,0,1,2,3,1
1,BHA,SHU,0-0,1,0,1.47,4.55,6.75,218,1,5,0,1,6,1
2,BOU,NEW,0-1,0,1,4.05,3.8,1.86,51,2,1,1,5,7,1
3,BRE,TOT,0-0,0,0,2.85,3.55,2.45,255,x,0,1,1,2,0
4,CRY,NOT,0-0,0,4,1.8,4.05,4.1,303,2,2,1,1,4,1
5,FUL,LIV,2-0,3,1,3.35,4.1,2.0,54,1,1,2,4,7,1
6,LUT,CHE,0-0,2,1,4.35,3.9,1.78,304,1,1,0,2,3,1
7,MCI,AST,0-0,1,0,1.82,4.1,3.95,129,1,1,1,0,2,1
8,MUN,EVE,0-0,4,0,1.69,4.2,4.65,130,1,4,1,1,6,1
9,WHU,BUR,2-0,3,2,1.6,4.2,5.5,226,1,3,3,0,6,1
10,WOL,ARS,0-0,2,0,3.35,3.75,2.07,305,1,2,1,2,5,1
1,ARS,MCI,2-0,2,1,2.2,3.95,2.95,60,1,1,3,7,11,1
2,BHA,WHU,1-0,1,0,1.94,3.8,3.75,294,1,2,1,0,3,1
3,BRE,AST,0-0,0,1,2.8,3.5,2.5,144,2,2,2,2,6,1
4,EVE,CHE,0-1,1,3,2.9,3.55,2.4,14,2,1,1,3,5,1
5,FUL,MUN,0-0,0,0,3.45,4.0,1.97,195,x,0,2,3,5,0
6,LIV,NOT,3-0,5,0,1.41,5.5,6.5,222,1,4,2,0,6,1
7,LUT,NEW,0-2,2,4,4.2,3.85,1.82,306,2,0,0,3,3,1
8,SHU,CRY,0-0,1,1,2.85,3.5,2.45,175,x,1,2,2,5,0
9,TOT,BOU,1-0,1,1,1.45,4.7,7.0,307,x,2,1,0,3,0
10,WOL,BUR,0-0,1,1,1.91,3.65,4.0,9,x,1,2,3,6,0
1,AST,WOL,2-1,3,1,1.69,4.05,4.85,160,1,2,1,1,4,1
2,BHA,NOT,1-0,5,1,1.48,4.7,6.25,62,1,4,3,1,8,1
3,BOU,CHE,1-1,1,1,4.2,3.85,1.82,88,x,2,2,5,9,0
4,BUR,SHU,2-1,3,3,2.17,3.5,3.35,145,x,2,2,1,5,0
5,CRY,FUL,1-2,2,3,1.9,3.85,3.85,137,2,2,1,3,6,1
6,EVE,LIV,0-0,1,0,2.75,3.8,2.4,308,1,2,1,1,4,1
7,MCI,BRE,0-1,0,2,1.55,4.4,5.75,309,2,4,0,2,6,1
8,MUN,LUT,1-0,3,2,1.36,5.5,8.0,291,1,5,0,0,5,1
9,NEW,TOT,1-1,2,2,2.06,3.85,3.3,310,x,2,2,0,4,0
10,WHU,ARS,0-0,0,0,2.6,3.75,2.55,19,x,3,2,2,7,0
1,ARS,NOT,1-1,1,1,1.39,5.25,7.25,311,x,3,1,0,4,0
2,AST,SHU,0-0,2,0,1.49,4.5,6.5,290,1,5,0,0,5,1
3,BHA,EVE,0-2,0,4,1.78,3.8,4.45,297,2,3,0,1,4,1
4,BRE,WHU,0-0,1,0,2.6,3.45,2.7,89,1,3,0,4,7,1
5,BUR,FUL,1-1,1,1,2.4,3.55,2.9,73,x,1,4,1,6,0
6,LIV,BOU,1-0,1,0,1.38,5.25,7.5,279,1,5,0,2,7,1
7,LUT,CRY,0-0,0,0,2.95,3.55,2.35,149,x,2,3,1,6,0
8,NEW,MUN,1-1,1,1,2.12,4.0,3.1,77,x,2,2,2,6,0
9,TOT,CHE,2-1,4,1,2.23,3.8,3.0,299,1,2,0,0,2,1
10,WOL,MCI,0-0,1,1,3.65,3.85,1.96,312,x,1,2,0,3,0
1,BOU,BHA,0-1,0,2,4.05,3.75,1.88,71,2,1,0,4,5,1
2,BUR,LUT,2-2,2,5,2.08,3.55,3.55,256,2,4,0,3,7,1
3,CRY,NEW,2-1,2,1,2.85,3.7,2.35,276,1,3,3,1,7,1
4,EVE,ARS,0-0,0,1,3.0,3.6,2.3,212,2,1,2,1,4,1
5,FUL,AST,0-1,1,3,3.25,3.7,2.14,313,2,0,3,1,4,1
6,LIV,CHE,0-1,2,1,2.12,4.05,3.05,314,1,3,1,1,5,1
7,MUN,TOT,0-2,2,2,1.98,4.1,3.35,114,x,3,1,1,5,0
8,NOT,BRE,0-0,0,0,2.6,3.55,2.65,56,x,4,2,1,7,0
9,SHU,MCI,1-1,1,3,4.7,4.15,1.69,315,2,1,2,3,6,1
10,WHU,WOL,1-0,1,1,1.81,3.85,4.3,110,x,2,4,1,7,0
1,ARS,BOU,1-0,2,0,1.37,5.25,8.25,217,1,1,2,0,3,1
2,AST,LUT,0-0,0,0,1.45,4.65,7.0,204,x,3,2,1,6,0
3,BRE,EVE,0-0,1,1,2.3,3.35,3.15,72,x,5,4,1,10,0
4,CHE,BHA,0-0,0,1,2.08,3.75,3.35,81,2,0,1,5,6,1
5,CRY,MUN,1-0,1,1,2.9,3.9,2.25,316,x,1,2,1,4,0
6,MCI,FUL,1-0,2,0,1.39,5.25,7.25,183,1,4,2,0,6,1
7,NEW,BUR,2-1,2,1,1.46,4.65,6.75,317,1,1,1,0,2,1
8,NOT,WOL,1-0,2,0,2.45,3.65,2.8,318,1,1,1,2,4,1
9,SHU,WHU,0-0,1,2,3.4,3.6,2.12,28,2,0,2,3,5,1
10,TOT,LIV,0-0,0,2,2.1,4.1,3.05,18,2,2,2,3,7,1
1,BHA,LIV,0-1,0,3,2.08,4.0,3.15,161,2,4,1,2,7,1
2,BRE,BOU,1-4,1,6,1.8,3.7,4.6,178,2,3,2,3,8,1
3,CHE,ARS,0-0,2,0,2.19,3.85,3.05,33,1,6,1,2,9,1
4,CRY,TOT,1-1,2,2,2.8,3.7,2.4,258,x,1,2,2,5,0
5,FUL,WHU,1-0,2,3,2.9,3.65,2.35,147,2,1,4,2,7,1
6,LUT,MCI,1-0,2,2,5.0,4.25,1.63,288,x,1,2,4,7,0
7,MUN,BUR,2-0,3,2,1.41,5.0,7.0,319,1,6,0,0,6,1
8,NEW,AST,0-0,1,1,2.05,3.8,3.35,320,x,2,2,2,6,0
9,NOT,SHU,2-0,4,0,2.03,3.7,3.5,38,1,7,0,2,9,1
10,WOL,EVE,0-0,1,0,2.45,3.4,2.95,182,1,4,2,5,11,1
1,AST,BHA,0-0,0,0,2.22,3.7,3.1,21,x,2,1,1,4,0
2,BUR,TOT,2-1,2,1,3.7,3.8,1.95,162,1,3,1,3,7,1
3,CRY,MCI,0-1,1,1,3.3,3.9,2.05,169,x,0,2,2,4,0
4,EVE,BOU,1-2,2,2,1.74,3.8,4.8,4,x,4,4,0,8,0
5,LUT,FUL,0-0,2,1,2.55,3.5,2.7,283,1,2,1,1,4,1
6,MUN,LIV,0-0,2,1,1.97,4.35,3.25,179,1,3,1,2,6,1
7,NEW,BRE,0-0,0,0,1.72,3.95,4.75,102,x,3,2,0,5,0
8,NOT,WOL,1-3,1,4,2.45,3.65,2.8,318,2,1,1,2,4,1
9,SHU,CHE,0-0,0,0,4.1,3.8,1.85,192,x,1,2,2,5,0
10,WHU,ARS,3-1,4,2,2.6,3.75,2.55,19,1,3,2,2,7,1
1,AST,NOT,2-1,5,2,1.51,4.65,6.0,321,1,3,0,0,3,1
2,BOU,ARS,0-1,1,2,4.45,4.0,1.75,143,2,2,2,5,9,1
3,BRE,BHA,0-0,1,1,2.95,3.45,2.4,200,x,0,1,3,4,0
4,CRY,SHU,1-0,1,1,1.77,3.85,4.5,207,x,3,3,0,6,0
5,EVE,TOT,0-0,1,0,2.75,3.55,2.5,45,1,2,3,2,7,1
6,FUL,WHU,1-0,1,1,2.9,3.65,2.35,147,x,1,4,2,7,0
7,LIV,CHE,0-0,0,0,2.12,4.05,3.05,314,x,3,1,1,5,0
8,MCI,LUT,1-1,5,1,1.3,5.75,9.5,55,1,6,0,0,6,1
9,NEW,MUN,0-1,2,3,2.12,4.0,3.1,77,2,2,2,2,6,1
10,WOL,BUR,0-0,0,1,1.91,3.65,4.0,9,2,1,2,3,6,1
1,ARS,TOT,1-1,2,1,1.93,4.0,3.6,70,1,3,0,2,5,1
2,BOU,WHU,0-2,0,3,3.45,3.6,2.08,322,2,0,1,2,3,1
3,BRE,NOT,0-0,1,0,1.86,3.8,4.05,125,1,2,0,2,4,1
4,BUR,AST,1-1,3,1,3.65,3.7,1.99,52,1,2,3,0,5,1
5,CHE,NEW,1-1,2,1,2.07,3.85,3.3,3,1,4,0,0,4,1
6,EVE,WOL,1-0,2,1,2.04,3.5,3.65,323,1,2,1,1,4,1
7,FUL,MCI,0-0,1,0,4.0,4.1,1.81,265,1,2,1,1,4,1
8,LIV,CRY,1-0,2,0,1.63,4.5,4.7,213,1,6,2,0,8,1
9,MUN,BHA,0-0,2,1,2.04,3.95,3.3,174,1,4,3,3,10,1
10,SHU,LUT,0-0,1,1,2.13,3.5,3.45,268,x,1,2,0,3,0
1,ARS,AST,1-1,1,2,1.92,3.95,3.65,87,2,2,2,3,7,1
2,BRE,EVE,0-0,1,0,2.3,3.35,3.15,72,1,5,4,1,10,1
3,CHE,NOT,1-0,1,1,1.44,4.95,6.75,171,x,4,1,2,7,0
4,CRY,BHA,0-0,1,0,2.85,3.65,2.4,91,1,2,3,1,6,1
5,FUL,LIV,0-0,0,2,3.35,4.1,2.0,54,2,1,2,4,7,1
6,MUN,BUR,3-1,5,1,1.41,5.0,7.0,319,1,6,0,0,6,1
7,NEW,LUT,2-1,2,2,1.41,4.9,7.5,324,x,3,2,0,5,0
8,SHU,MCI,0-0,0,0,4.7,4.15,1.69,315,x,1,2,3,6,0
9,WHU,TOT,0-1,1,1,2.35,3.7,2.85,292,x,1,4,2,7,0
10,WOL,BOU,1-0,2,1,1.85,3.7,4.25,227,1,3,2,0,5,1
1,AST,BOU,0-0,3,0,1.47,4.55,6.75,229,1,3,2,0,5,1
2,BRE,ARS,2-1,4,3,3.15,3.6,2.21,170,1,2,3,2,7,1
3,BUR,CHE,1-3,1,4,4.0,3.8,1.88,64,2,0,3,5,8,1
4,CRY,NOT,0-1,3,2,1.8,4.05,4.1,303,1,2,1,1,4,1
5,FUL,NEW,0-0,0,1,3.4,3.8,2.05,221,2,0,1,4,5,1
6,LUT,BHA,1-0,1,1,4.15,3.8,1.85,128,x,3,2,1,6,0
7,MCI,LIV,0-1,2,1,1.8,4.4,3.8,6,1,3,2,0,5,1
8,MUN,EVE,0-1,0,1,1.69,4.2,4.65,130,2,4,1,1,6,1
9,TOT,WOL,1-0,2,0,1.65,4.15,4.95,96,1,3,1,0,4,1
10,WHU,SHU,1-0,5,0,1.58,4.2,5.5,104,1,4,0,1,5,1
1,BOU,BRE,0-2,0,2,2.9,3.35,2.5,63,2,1,2,5,8,1
2,CHE,EVE,1-0,3,0,1.73,3.95,4.65,136,1,5,0,2,7,1
3,CRY,BUR,0-1,1,1,1.79,3.85,4.35,13,x,4,3,2,9,0
4,FUL,BHA,0-1,0,1,3.4,3.7,2.08,260,2,3,1,3,7,1
